Hospital Name,AT&T,FirstNet
U. S. Penitentiary Infirmary,3,0
Geisinger Lewistown Hospital,2,0
Fulton County Medical Center,0,0
UPMC McKeesport,6,0
Meadville Medical Center,10,0
Heritage Valley Kennedy,4,0
Holy Redeemer Hospital,9,0
Encompass Health Rehabilitation Hospital of Mechanicsburg,0,0
Riddle Hospital,17,0
Guthrie Troy Community Hospital,0,0
Conemaugh Meyersdale Medical Center,2,0
Endless Mountains Health Systems,0,0
Excela Frick Hospital,2,0
UPMC Muncy,1,0
UPMC Jameson,8,0
The Meadows Psychiatric Center,2,0
Montgomery County Emergency Service,2,0
Norristown State Hospital,0,0
Suburban Community Hospital,14,0
Einstein Medical Center Philadelphia,25,0
Fox Chase Cancer Center,7,0
Temple Health—Chestnut Hill Hospital,11,0
Children's Hospital of Philadelphia,143,0
Fairmount Behavioral Health System,9,0
Friends Hospital,18,0
Hospital of the University of Pennsylvania,161,0
Kensington Hospital,24,0
Lankenau Medical Center,16,0
Magee Rehabilitation,321,0
Roxborough Memorial Hospital,13,0
Nazareth Hospital,19,0
Belmont Behavioral Health System,25,0
Penn Presbyterian Medical Center,98,0
St. Christopher's Hospital for Children,21,0
Shriners Children's Philadelphia,31,0
Temple University Hospital,30,0
Philadelphia Veterans Affairs Medical Center,55,0
Wills Eye Hospital,176,0
Brooke Glen Behavioral Hospital,5,0
Phoenixville Hospital,8,0
UPMC Children's Hospital of Pittsburgh,41,0
The Children's Home of Pittsburgh,5,0
UPMC Magee-Womens Hospital,83,0
The Children's Institute of Pittsburgh,20,0
UPMC Mercy,40,0
UPMC Passavant,11,0
Forbes Hospital,11,0
St. Clair Health,8,0
UPMC St. Margaret,19,0
West Penn Hospital,22,0
Geisinger Wyoming Valley Medical Center,2,0
Pottstown Hospital,5,0
Lehigh Valley Hospital - Schuylkill,4,0
Punxsutawney Area Hospital,0,0
St. Luke's Quakertown Campus,5,0
Encompass Health Rehabilitation Hospital of Reading,1,0
Bucktail Medical Center,1,0
Conemaugh Nason Medical Center,1,0
Huntington Creek Recovery Center,0,0
Penn Highlands Elk,2,0
Guthrie Robert Packer Hospital,1,0
Allied Services Scranton Rehabilitation Hospital,3,0
Geisinger Community Medical Center,16,0
Regional Hospital of Scranton,12,0
Grand View Health,2,0
Heritage Valley Sewickley,4,0
Sharon Regional Medical Center,2,0
UPMC Somerset,5,0
Conemaugh Miners Medical Center,0,0
Barnes-Kasson County Hospital,0,0
Allegheny Valley Hospital,2,0
Titusville Area Hospital,0,0
Torrance State Hospital,0,0
Penn Highlands Tyrone,0,0
WVU Medicine Uniontown Hospital,13,0
Warren General Hospital,10,0
Warren State Hospital,0,0
Washington Health System,9,0
Wellspan Waynesboro Hospital,8,0
Washington Health System Greene,3,0
UPMC Wellsboro,3,0
Wernersville State Hospital,0,0
Penn Medicine Chester County Hospital,1,0
Paoli Hospital,11,0
John Heinz Institute of Rehabilitation Medicine,20,0
Reading Hospital,31,0
Wilkes-Barre Veterans Affairs Medical Center,14,0
UPMC Williamsport,2,0
Chan Soon-Shiong Medical Center at Windber,1,0
Southwood Psychiatric Hospital,1,0
UPMC Memorial,17,0
WellSpan York Hospital,18,0
Encompass Health Rehabilitation Hospital of York,4,0
Encompass Health Rehabilitation Hospital of Altoona,15,0
Good Shepherd Rehabilitation Network,9,0
Clarion Hospital,3,0
Foundations Behavioral Health,3,0
UPMC Lititz,0,0
Malvern Institute,2,0
Bryn Mawr Rehabilitation Hospital,4,0
Bayhealth,2,0
Select Specialty Hospital-Wilmington,12,0
Dover Behavioral Health System,3,0
Delaware Psychiatric Center,8,0
Meadow Wood Behavioral Health System,5,0
Beebe Healthcare,6,0
TidalHealth Nanticoke,3,0
"Nemours Children's Hospital, Delaware",6,0
ChristianaCare,7,0
St. Francis Hospital DE,10,0
Rockford Center,2,0
Wilmington Veterans Affairs Medical Center,6,0
Sun Behavioral Delaware,0,0
Encompass Health Rehabilitation Hospital of Middletown,2,0
PAM Rehabilitation Hospital of Dover,2,0
Atlantic General Hospital,4,0
Encompass Health Rehabilitation Hospital of Salisbury,5,0
Adventist HealthCare Fort Washington Medical Center,6,0
Adventist HealthCare Rehabilitation,17,0
Sheppard Pratt,17,0
Anne Arundel Medical Center,22,0
Johns Hopkins Bayview Medical Center,9,0
MedStar Franklin Square Medical Center,4,0
Greater Baltimore Medical Center,20,0
MedStar Good Samaritan Hospital,5,0
Mt. Washington Pediatric Hospital,25,0
University of Maryland Rehabilitation & Orthopaedic Institute,21,0
Johns Hopkins Hospital,59,0
Levindale Hebrew Geriatric Center and Hospital,24,0
University of Maryland Medical Center Midtown Campus,55,0
UPMC Western Maryland,1,0
Mercy Medical Center MD,159,0
Ascension Saint Agnes Hospital,9,0
University of Maryland St. Joseph Medical Center,17,0
Sinai Hospital of Baltimore,23,0
MedStar Harbor Hospital,8,0
MedStar Union Memorial Hospital,49,0
University of Maryland Medical Center,114,0
Veterans Affairs Maryland Health Care System-Baltimore Division,112,0
NIH Clinical Center,29,0
Suburban Hospital,14,0
Walter Reed National Military Medical Center,21,0
Eastern Shore Hospital Center,0,0
Holy Cross Germantown Hospital,10,2
Adventist HealthCare White Oak Medical Center,7,0
Spring Grove Hospital Center,12,0
MedStar Southern Maryland Hospital Center,13,0
University of Maryland Shore Medical Center at Chestertown,5,0
Rehabilitation Hospital of Bowie,0,0
Howard County General Hospital,20,0
Thomas B. Finan Center,5,0
University of Maryland Shore Medical Center at Easton,3,0
"ChristianaCare, Union Hospital",10,0
University of Maryland Upper Chesapeake Medical Center,5,0
Frederick Health,10,0
University of Maryland Baltimore Washington Medical Center,12,0
Brook Lane,1,0
Meritus Health,8,0
Western Maryland Hospital Center,4,0
University of Maryland Harford Memorial Hospital,7,0
University of Maryland Capital Region Medical Center,15,0
Clifton T. Perkins Hospital Center,3,0
University of Maryland Charles Regional Medical Center,3,0
Luminis Health Doctors Community Medical Center,3,0
MedStar St. Mary's Hospital,2,0
Garrett Regional Medical Center,7,0
MedStar Montgomery Medical Center,2,0
CalvertHealth Medical Center,1,0
Northwest Hospital,10,0
Kennedy Krieger Institute,65,0
Adventist Healthcare Shady Grove Medical Center,19,0
Deer's Head Hospital Center,1,0
TidalHealth Peninsula Regional,13,0
Holy Cross Hospital MD,35,0
Saint Luke Institute,36,0
Springfield Hospital Center,1,0
Carroll Hospital,2,0
BridgePoint Continuing Care Hospital - Capitol Hill,41,0
The HSC Pediatric Center,13,0
Children's National Hospital,43,0
Howard University Hospital,69,0
MedStar Washington Hospital Center,43,0
MedStar Georgetown University Hospital,14,0
George Washington University Hospital,280,0
BridgePoint Continuing Care Hospital - National Harborside,18,0
MedStar National Rehabilitation Hospital,44,0
Saint Elizabeths Hospital,21,0
Sibley Memorial Hospital,8,0
United Medical Center,18,0
Washington DC Veterans Affairs Medical Center,49,0
Psychiatric Institute of Washington,37,0
Southern Virginia Mental Health Institute,4,0
Augusta Health,2,0
Newport News Behavioral Health Center,7,0
LewisGale Medical Center,5,0
CJW Medical Center,8,0
Johnston Memorial Hospital,0,0
Encompass Health Rehabilitation Hospital of Richmond,4,0
Henrico Doctors' Hospital,11,0
Centra Lynchburg General Hospital,15,0
Dickenson Community Hospital,0,0
UVA Encompass Health Rehabilitation Hospital,14,0
Virginia Beach Psychiatric Center,11,0
Inova Alexandria Hospital,20,0
Bon Secours St. Francis Medical Center,3,0
Hospital for Extended Recovery,35,0
Spotsylvania Regional Medical Center,13,0
Reston Hospital Center,34,0
Inova Mount Vernon Hospital,13,0
VHC Health,27,0
Capital Caring,54,0
Centra Bedford Memorial Hospital,2,0
Lonesome Pine Hospital,2,0
Select Specialty Hospital - Richmond,7,0
Piedmont Geriatric Hospital,0,0
Catawba Hospital,0,0
Sentara Martha Jefferson Hospital,8,0
LewisGale Hospital Montgomery,7,0
Chesapeake Regional Medical Center,5,0
Encompass Health Rehabilitation Hospital of Fredericksburg,1,0
Encompass Health Rehabilitation Hospital of Petersburg,5,0
LewisGale Hospital Alleghany,2,0
Stafford Hospital,4,0
UVA Health Culpeper Medical Center,12,0
SOVAH Health-Danville,5,0
Centra Specialty Hospital,3,0
Bon Secours - Southern Virginia Medical Center,2,0
Centra Southside Community Hospital,1,0
Inova Fair Oaks Hospital,11,0
Northern Virginia Mental Health Institute,14,0
Sheltering Arms Institute VA,2,0
Select Specialty Hospital Hampton Roads,2,0
Encompass Health Rehabilitation Hospital of Northern Virginia,1,3
Rehabilitation Hospital of Bristol,3,0
Fort Belvoir Community Hospital,20,0
Bon Secours - Southampton Medical Center,0,0
Mary Washington Hospital,3,0
Valley Health - Warren Memorial Hospital,13,0
Buchanan General Hospital,0,0
Twin County Regional Healthcare,2,0
Sentara CarePlex Hospital,4,0
U. S. Air Force Hospital,7,0
Sentara RMH Medical Center,2,0
TriCities Hospital,3,0
Bath Community Hospital,3,0
Hampton Veterans Affairs Medical Center,15,0
Bon Secours Rappahannock General Hospital,1,0
Russell County Medical Center,0,0
Inova Loudoun Hospital,37,0
Carilion Rockbridge Community Hospital,4,0
Valley Health - Page Memorial Hospital,2,0
Riverside Doctors' Hospital Williamsburg,7,0
UVA Health Haymarket Medical Center,18,0
Sheltering Arms Institute,5,0
StoneSprings Hospital Center,8,2
UVA Health Prince William Medical Center,16,0
Smyth County Community Hospital,1,0
Southwestern Virginia Mental Health Institute,2,0
Inova Specialty Hospital,0,0
SOVAH Health-Martinsville,4,0
Inova Fairfax Medical Campus,15,0
Riverside Shore Memorial Hospital,2,0
Bon Secours Mary Immaculate Hospital,1,0
Cumberland Hospital for Children and Adolescents,0,0
Riverside Regional Medical Center,5,0
Riverside Walter Reed Hospital,0,0
Coastal Virginia Rehabilitation,2,0
Children's Hospital of The King's Daughters,33,0
Sentara Leigh Hospital,15,0
Sentara Norfolk General Hospital,35,0
Lake Taylor Transitional Care Hospital,4,0
Kempsville Center for Behavioral Health,11,0
Norton Community Hospital,8,0
Carilion Giles Community Hospital,1,0
Central State Hospital VA,1,0
Poplar Springs Hospital,6,0
Bon Secours - Southside Medical Center,7,0
Bon Secours Maryview Medical Center,8,0
Naval Medical Center,23,0
LewisGale Hospital Pulaski,1,0
Carilion New River Valley Medical Center,2,0
Clinch Valley Medical Center,0,0
Children's Hospital of Richmond at VCU,12,0
VCU Medical Center,30,1
Bon Secours Richmond Community Hospital,4,0
Bon Secours Memorial Regional Medical Center,6,0
Bon Secours St. Mary's Hospital,9,0
Hunter Holmes McGuire Veterans Affairs Medical Center-Richmond,7,0
Carilion Roanoke Memorial Hospital,7,0
Salem Veterans Affairs Medical Center,1,0
Carilion Franklin Memorial Hospital,0,0
Sentara Halifax Regional Hospital,3,0
VCU Health Community Memorial Hospital,3,0
Commonwealth Center for Children and Adolescents,7,0
Western State Hospital VA,5,0
Sentara Princess Anne Hospital,3,0
Sentara Obici Hospital,4,0
VCU Health Tappahannock Hospital,0,0
Sentara Virginia Beach General Hospital,12,0
Fauquier Hospital,7,0
Carilion Tazewell Community Hospital,0,0
Eastern State Hospital VA,5,0
Sentara Williamsburg Regional Medical Center,10,0
Valley Health - Winchester Medical Center,8,0
Sentara Northern Virginia Medical Center,23,4
Valley Health - Shenandoah Memorial Hospital,0,0
Wythe County Community Hospital,7,0
UVA Health University Medical Center,36,0
Dominion Hospital,35,0
Hiram W. Davis Medical Center,1,0
UVA Health University Medical Center Ivy,1,0
The Pavilion at Williamsburg Place,10,0
Encompass Health Rehabilitation Hospital of Huntington,12,0
Encompass Health Rehabilitation Hospital of Morgantown,29,0
Raleigh General Hospital,8,0
West Virginia University Hospitals,58,0
Select Specialty Hospital-Charleston,48,0
Cornerstone Hospital of Huntington,11,0
Peterson Healthcare and Rehabilitation Hospital,8,0
Beckley ARH Hospital,4,0
Beckley Veterans Affairs Medical Center,6,0
Valley Health - War Memorial Hospital,0,0
St. Joseph's Hospital WV,1,0
Charleston Area Medical Center,34,0
Saint Francis Hospital WV,48,0
Charleston Surgical Hospital,26,0
Highland Hospital WV,13,0
United Hospital Center,3,0
Louis A. Johnson Veterans Affairs Medical Center,7,0
Davis Medical Center,16,0
Braxton County Memorial Hospital,1,0
Reynolds Memorial Hospital,5,0
Grafton City Hospital,1,0
Minnie Hamilton HealthCare Center,2,0
Summers County ARH Hospital,0,0
Cabell Huntington Hospital,28,0
River Park Hospital,29,0
Mildred Mitchell-Bateman Hospital,4,0
St. Mary's Medical Center WV,11,0
Huntington Veterans Affairs Medical Center,3,0
Acuity Specialty Hospital-Ohio Valley at Weirton,0,0
WVU Medicine Potomac Valley Hospital,0,0
Mon Health Preston Memorial Hospital,5,0
Logan Regional Medical Center,20,0
Boone Memorial Hospital,1,0
Pocahontas Memorial Hospital,0,0
Berkeley Medical Center,8,0
Martinsburg Veterans Affairs Medical Center,1,0
Montgomery General Hospital,6,0
Mon Health Medical Center,4,0
Wetzel County Hospital,3,0
CAMC Plateau Medical Center,4,0
Camden Clark Medical Center,9,0
Encompass Health Rehabilitation Hospital of Parkersburg,2,0
Grant Memorial Hospital,2,0
Broaddus Hospital,4,0
Rivers Health,4,0
Princeton Community Hospital,5,0
Jefferson Medical Center,1,0
Encompass Health Rehabilitation Hospital of Princeton,2,0
Jackson General Hospital,4,0
Valley Health - Hampshire Memorial Hospital,1,0
CAMC Greenbrier Valley Medical Center,3,0
Thomas Memorial Hospital,20,0
Roane General Hospital,0,0
Webster County Memorial Hospital,0,0
Weirton Medical Center,4,0
Summersville Regional Medical Center,3,0
Welch Community Hospital,0,0
Mon Health Stonewall Jackson Memorial Hospital,0,0
"William R. Sharpe, Jr. Hospital",0,0
Wheeling Hospital,5,0
Sistersville General Hospital,8,0
Highland-Clarksburg Hospital,3,0
Select Specialty Hospital - Morgantown,5,0
WakeMed Raleigh Campus,22,0
Cone Health Moses Cone Hospital,17,0
ECU Health Roanoke-Chowan Hospital,1,0
Atrium Health Stanly,3,0
Alamance Regional Medical Center,5,0
Frye Regional Medical Center,7,0
Novant Health Matthews Medical Center,15,0
Mission Hospital,10,0
Charles A. Cannon Jr. Memorial Hospital,0,0
Atrium Health Pineville,29,0
Novant Health New Hanover Regional Medical Center,6,2
PAM Specialty Hospital of Rocky Mount,1,0
The Outer Banks Hospital,3,0
North Carolina Specialty Hospital,11,0
Cape Fear Valley Medical Center,10,0
Asheville Specialty Hospital,8,0
Novant Health Huntersville Medical Center,21,0
Select Specialty Hospital-Durham,9,0
Carolinas ContinueCARE Hospital at Pineville,21,0
Randolph Health,5,0
CarePartners Rehabilitation Hospital,8,0
Central Regional Hospital,0,0
Select Specialty Hospital-Greensboro,17,0
Julian F. Keith Alcohol and Drug Abuse Treatment Center,1,0
Watauga Medical Center,13,0
Transylvania Regional Hospital,2,0
Swain Community Hospital,1,0
Novant Health Pender Medical Center,2,0
Naval Hospital Camp Lejeune,5,0
University of North Carolina Hospitals,58,0
Atrium Health's Carolinas Medical Center,36,0
Atrium Health University City,27,0
Novant Health Presbyterian Medical Center,34,0
Atrium Health's Carolinas Rehabilitation,33,0
Cherokee Indian Hospital,0,0
Sampson Regional Medical Center,1,0
Duke University Hospital,58,0
Atrium Health Cabarrus,15,0
Lifebrite Community Hospital of Stokes,0,0
Harnett Health System,0,0
UNC Health Blue Ridge,11,0
Novant Health Mint Hill Medical Center,12,0
Durham Veterans Affairs Medical Center,42,0
Duke Regional Hospital,19,0
ECU Health Chowan Hospital,4,0
Hoke Hospital,0,0
Sentara Albemarle Medical Center,1,0
Veritas Collaborative,14,0
Cape Fear Valley Bladen County Hospital,1,0
Hugh Chatham Health,2,0
Novant Health Ballantyne Medical Center,0,0
Appalachian Regional Behavioral Health,0,0
Highsmith-Rainey Specialty Hospital,12,0
Fayetteville Veterans Affairs Medical Center,10,0
AdventHealth Hendersonville,5,0
Womack Army Medical Center,13,0
Angel Medical Center,1,0
CaroMont Regional Medical Center,4,0
Novant Health Charlotte Orthopaedic Hospital,32,0
Cherry Hospital,4,0
UNC Health Wayne,1,0
Kindred Hospital-Greensboro,8,0
ECU Health Medical Center,5,0
Walter B. Jones Alcohol and Drug Abuse Treatment Center,3,0
Maria Parham Health,2,0
UNC Health Pardee,3,0
Catawba Valley Medical Center,0,0
Highlands-Cashiers Hospital,2,0
High Point Medical Center,9,0
Brynn Marr Hospital,11,0
Onslow Memorial Hospital,16,0
Ashe Memorial Hospital,0,0
ECU Health Duplin Hospital,0,0
UNC Health Lenoir,3,0
Scotland Health Care System,0,0
UNC Health Rockingham,9,0
UNC Health Caldwell,6,0
Atrium Health Wake Forest Baptist Lexington Medical Center,6,0
Atrium Health Lincoln,1,0
UNC Health Southeastern,2,0
Mission Hospital McDowell,2,0
Atrium Health Wake Forest Baptist Davie Medical Center,2,0
Atrium Health Union,5,0
Lake Norman Regional Medical Center,8,0
Carteret Health Care,5,0
Broughton Hospital,10,0
Northern Regional Hospital,4,0
Erlanger Western Carolina Hospital,0,0
CarolinaEast Health System,2,0
Atrium Health Wake Forest Baptist Wilkes Medical Center,2,0
Charles George Veterans Affairs Medical Center,2,0
Granville Health System,0,0
FirstHealth Moore Regional Hospital,4,0
Washington Regional Medical Center,0,0
Central Prison Hospital,8,0
Holly Hill Hospital,15,0
Duke Raleigh Hospital,23,0
WakeMed Cary Hospital,22,0
"Larry B. Zieverink, Sr. Alcoholism Treatment Center",9,0
UNC Health Rex,4,0
ECU Health North Hospital,1,0
UNC Health Nash,4,0
Person Memorial Hospital,0,0
Rutherford Regional Health System,0,0
Novant Health Rowan Medical Center,2,0
W. G. (Bill) Heffner Veterans Affairs Medical Center,5,0
Novant Health Brunswick Medical Center,2,0
Central Carolina Hospital,3,0
Atrium Health Cleveland,4,0
UNC Health Chatham,0,0
UNC Health Johnston,4,0
Dosher Memorial Hospital,5,0
Alleghany Health,0,0
Blue Ridge Regional Hospital,0,0
Davis Regional Medical Center,5,0
Iredell Health System,1,0
Harris Regional Hospital,1,0
ECU Health Edgecombe Hospital,0,0
Novant Health Thomasville Medical Center,1,0
FirstHealth Montgomery Memorial Hospital,5,0
St. Luke's Hospital NC,0,0
Atrium Health Anson,3,0
ECU Health Beaufort Hospital,2,0
Haywood Regional Medical Center,3,0
Columbus Regional Healthcare System,0,0
Wilmington Treatment Center,6,0
Wilson Medical Center NC,1,0
ECU Health Bertie Hospital,0,0
