Index,Hospital Name,Nearby Cell Towers
749,Evangelical Community Hospital,13
750,U. S. Penitentiary Infirmary,10
751,Geisinger Lewistown Hospital,5
752,Fulton County Medical Center,1
753,UPMC McKeesport,30
754,Meadville Medical Center,39
755,Heritage Valley Kennedy,22
756,Holy Redeemer Hospital,45
757,Encompass Health Rehabilitation Hospital of Mechanicsburg,8
758,Riddle Hospital,66
759,Guthrie Troy Community Hospital,0
760,Conemaugh Meyersdale Medical Center,5
761,Endless Mountains Health Systems,0
762,Excela Frick Hospital,5
763,UPMC Muncy,6
764,UPMC Jameson,15
765,The Meadows Psychiatric Center,2
766,Montgomery County Emergency Service,33
767,Norristown State Hospital,15
768,Suburban Community Hospital,42
769,Einstein Medical Center Philadelphia,251
770,Fox Chase Cancer Center,89
771,Temple Health—Chestnut Hill Hospital,60
772,Children's Hospital of Philadelphia,453
773,Fairmount Behavioral Health System,44
774,Friends Hospital,134
775,Hospital of the University of Pennsylvania,531
776,Kensington Hospital,300
777,Lankenau Medical Center,57
778,Magee Rehabilitation,1000
779,Roxborough Memorial Hospital,119
780,Nazareth Hospital,99
781,Belmont Behavioral Health System,103
782,Penn Presbyterian Medical Center,437
783,St. Christopher's Hospital for Children,169
784,Shriners Children's Philadelphia,276
785,Temple University Hospital,277
786,Philadelphia Veterans Affairs Medical Center,270
787,Wills Eye Hospital,858
788,Brooke Glen Behavioral Hospital,23
789,Phoenixville Hospital,31
790,UPMC Children's Hospital of Pittsburgh,112
791,The Children's Home of Pittsburgh,36
792,UPMC Magee-Womens Hospital,315
793,The Children's Institute of Pittsburgh,68
794,UPMC Mercy,238
795,UPMC Passavant,32
796,Forbes Hospital,69
797,St. Clair Health,38
798,UPMC St. Margaret,37
799,West Penn Hospital,103
800,Geisinger Wyoming Valley Medical Center,19
801,Pottstown Hospital,19
802,Lehigh Valley Hospital - Schuylkill,15
803,Punxsutawney Area Hospital,0
804,St. Luke's Quakertown Campus,34
805,Encompass Health Rehabilitation Hospital of Reading,5
806,Bucktail Medical Center,2
807,Conemaugh Nason Medical Center,2
808,Huntington Creek Recovery Center,0
809,Penn Highlands Elk,2
810,Guthrie Robert Packer Hospital,7
811,Allied Services Scranton Rehabilitation Hospital,21
812,Geisinger Community Medical Center,60
813,Regional Hospital of Scranton,47
814,Grand View Health,19
815,Heritage Valley Sewickley,10
816,Sharon Regional Medical Center,12
817,UPMC Somerset,7
818,Conemaugh Miners Medical Center,0
819,Barnes-Kasson County Hospital,2
820,Allegheny Valley Hospital,13
821,Titusville Area Hospital,1
822,Torrance State Hospital,0
823,Penn Highlands Tyrone,0
824,WVU Medicine Uniontown Hospital,32
825,Warren General Hospital,12
826,Warren State Hospital,1
827,Washington Health System,35
828,Wellspan Waynesboro Hospital,15
829,Washington Health System Greene,3
830,UPMC Wellsboro,3
831,Wernersville State Hospital,1
832,Penn Medicine Chester County Hospital,15
833,Paoli Hospital,22
834,John Heinz Institute of Rehabilitation Medicine,36
835,Reading Hospital,55
836,Wilkes-Barre Veterans Affairs Medical Center,36
837,UPMC Williamsport,15
838,Chan Soon-Shiong Medical Center at Windber,2
839,Southwood Psychiatric Hospital,3
840,UPMC Memorial,38
841,WellSpan York Hospital,39
842,Encompass Health Rehabilitation Hospital of York,10
843,Encompass Health Rehabilitation Hospital of Altoona,26
844,Good Shepherd Rehabilitation Network,54
845,Clarion Hospital,12
846,Foundations Behavioral Health,26
847,UPMC Lititz,14
848,Malvern Institute,3
849,Bryn Mawr Rehabilitation Hospital,11
850,Bayhealth,11
851,Select Specialty Hospital-Wilmington,53
852,Dover Behavioral Health System,4
853,Delaware Psychiatric Center,45
854,Meadow Wood Behavioral Health System,19
855,Beebe Healthcare,19
856,TidalHealth Nanticoke,7
857,"Nemours Children's Hospital, Delaware",21
858,ChristianaCare,12
859,St. Francis Hospital DE,55
860,Rockford Center,21
861,Wilmington Veterans Affairs Medical Center,24
862,Sun Behavioral Delaware,1
863,Encompass Health Rehabilitation Hospital of Middletown,6
864,PAM Rehabilitation Hospital of Dover,19
865,Atlantic General Hospital,11
866,Encompass Health Rehabilitation Hospital of Salisbury,16
867,Adventist HealthCare Fort Washington Medical Center,54
868,Adventist HealthCare Rehabilitation,57
869,Sheppard Pratt,63
870,Anne Arundel Medical Center,91
871,Johns Hopkins Bayview Medical Center,56
872,MedStar Franklin Square Medical Center,25
873,Greater Baltimore Medical Center,72
874,MedStar Good Samaritan Hospital,44
875,Mt. Washington Pediatric Hospital,101
876,University of Maryland Rehabilitation & Orthopaedic Institute,75
877,Johns Hopkins Hospital,267
878,Levindale Hebrew Geriatric Center and Hospital,111
879,University of Maryland Medical Center Midtown Campus,374
880,UPMC Western Maryland,2
881,Mercy Medical Center MD,621
882,Ascension Saint Agnes Hospital,71
883,University of Maryland St. Joseph Medical Center,62
884,Sinai Hospital of Baltimore,113
885,MedStar Harbor Hospital,30
886,MedStar Union Memorial Hospital,167
887,University of Maryland Medical Center,628
888,Veterans Affairs Maryland Health Care System-Baltimore Division,599
889,NIH Clinical Center,100
890,Suburban Hospital,41
891,Walter Reed National Military Medical Center,106
892,Eastern Shore Hospital Center,0
893,Holy Cross Germantown Hospital,103
894,Adventist HealthCare White Oak Medical Center,27
895,Spring Grove Hospital Center,71
896,MedStar Southern Maryland Hospital Center,54
897,University of Maryland Shore Medical Center at Chestertown,10
898,Rehabilitation Hospital of Bowie,0
899,Howard County General Hospital,129
900,Thomas B. Finan Center,25
901,University of Maryland Shore Medical Center at Easton,9
902,"ChristianaCare, Union Hospital",19
903,University of Maryland Upper Chesapeake Medical Center,53
904,Frederick Health,40
905,University of Maryland Baltimore Washington Medical Center,126
906,Brook Lane,2
907,Meritus Health,50
908,Western Maryland Hospital Center,14
909,University of Maryland Harford Memorial Hospital,27
910,University of Maryland Capital Region Medical Center,82
911,Clifton T. Perkins Hospital Center,16
912,University of Maryland Charles Regional Medical Center,17
913,Luminis Health Doctors Community Medical Center,71
914,MedStar St. Mary's Hospital,14
915,Garrett Regional Medical Center,11
916,MedStar Montgomery Medical Center,11
917,CalvertHealth Medical Center,37
918,Northwest Hospital,57
919,Kennedy Krieger Institute,263
920,Adventist Healthcare Shady Grove Medical Center,58
921,Deer's Head Hospital Center,6
922,TidalHealth Peninsula Regional,55
923,Holy Cross Hospital MD,123
924,Saint Luke Institute,139
925,Springfield Hospital Center,12
926,Carroll Hospital,14
927,BridgePoint Continuing Care Hospital - Capitol Hill,179
928,The HSC Pediatric Center,52
929,Children's National Hospital,217
930,Howard University Hospital,345
931,MedStar Washington Hospital Center,199
932,MedStar Georgetown University Hospital,101
933,George Washington University Hospital,797
934,BridgePoint Continuing Care Hospital - National Harborside,77
935,MedStar National Rehabilitation Hospital,195
936,Saint Elizabeths Hospital,90
937,Sibley Memorial Hospital,63
938,United Medical Center,104
939,Washington DC Veterans Affairs Medical Center,203
940,Psychiatric Institute of Washington,136
941,Southern Virginia Mental Health Institute,4
942,Augusta Health,7
943,Newport News Behavioral Health Center,33
944,LewisGale Medical Center,30
945,CJW Medical Center,62
946,Johnston Memorial Hospital,3
947,Encompass Health Rehabilitation Hospital of Richmond,22
948,Henrico Doctors' Hospital,43
949,Centra Lynchburg General Hospital,70
950,Dickenson Community Hospital,0
951,UVA Encompass Health Rehabilitation Hospital,39
952,Virginia Beach Psychiatric Center,65
953,Inova Alexandria Hospital,58
954,Bon Secours St. Francis Medical Center,16
955,Hospital for Extended Recovery,89
956,Spotsylvania Regional Medical Center,51
957,Reston Hospital Center,115
958,Inova Mount Vernon Hospital,43
959,VHC Health,109
960,Capital Caring,134
961,Centra Bedford Memorial Hospital,2
962,Lonesome Pine Hospital,2
963,Select Specialty Hospital - Richmond,43
964,Piedmont Geriatric Hospital,15
965,Catawba Hospital,0
966,Sentara Martha Jefferson Hospital,28
967,LewisGale Hospital Montgomery,14
968,Chesapeake Regional Medical Center,31
969,Encompass Health Rehabilitation Hospital of Fredericksburg,13
970,Encompass Health Rehabilitation Hospital of Petersburg,31
971,LewisGale Hospital Alleghany,15
972,Stafford Hospital,9
973,UVA Health Culpeper Medical Center,17
974,SOVAH Health-Danville,17
975,Centra Specialty Hospital,20
976,Bon Secours - Southern Virginia Medical Center,13
977,Centra Southside Community Hospital,13
978,Inova Fair Oaks Hospital,45
979,Northern Virginia Mental Health Institute,56
980,Sheltering Arms Institute VA,15
981,Select Specialty Hospital Hampton Roads,7
982,Encompass Health Rehabilitation Hospital of Northern Virginia,16
983,Rehabilitation Hospital of Bristol,19
984,Fort Belvoir Community Hospital,35
985,Bon Secours - Southampton Medical Center,0
986,Mary Washington Hospital,17
987,Valley Health - Warren Memorial Hospital,46
988,Buchanan General Hospital,0
989,Twin County Regional Healthcare,8
990,Sentara CarePlex Hospital,34
991,U. S. Air Force Hospital,22
992,Sentara RMH Medical Center,16
993,TriCities Hospital,17
994,Bath Community Hospital,8
995,Hampton Veterans Affairs Medical Center,44
996,Bon Secours Rappahannock General Hospital,1
997,Russell County Medical Center,2
998,Inova Loudoun Hospital,89
999,Carilion Rockbridge Community Hospital,7
1000,Valley Health - Page Memorial Hospital,23
1001,Riverside Doctors' Hospital Williamsburg,34
1002,UVA Health Haymarket Medical Center,50
1003,Sheltering Arms Institute,18
1004,StoneSprings Hospital Center,30
1005,UVA Health Prince William Medical Center,59
1006,Smyth County Community Hospital,4
1007,Southwestern Virginia Mental Health Institute,12
1008,Inova Specialty Hospital,0
1009,SOVAH Health-Martinsville,7
1010,Inova Fairfax Medical Campus,67
1011,Riverside Shore Memorial Hospital,4
1012,Bon Secours Mary Immaculate Hospital,20
1013,Cumberland Hospital for Children and Adolescents,0
1014,Riverside Regional Medical Center,45
1015,Riverside Walter Reed Hospital,9
1016,Coastal Virginia Rehabilitation,7
1017,Children's Hospital of The King's Daughters,90
1018,Sentara Leigh Hospital,79
1019,Sentara Norfolk General Hospital,89
1020,Lake Taylor Transitional Care Hospital,42
1021,Kempsville Center for Behavioral Health,45
1022,Norton Community Hospital,10
1023,Carilion Giles Community Hospital,6
1024,Central State Hospital VA,7
1025,Poplar Springs Hospital,29
1026,Bon Secours - Southside Medical Center,31
1027,Bon Secours Maryview Medical Center,28
1028,Naval Medical Center,40
1029,LewisGale Hospital Pulaski,2
1030,Carilion New River Valley Medical Center,3
1031,Clinch Valley Medical Center,3
1032,Children's Hospital of Richmond at VCU,58
1033,VCU Medical Center,206
1034,Bon Secours Richmond Community Hospital,24
1035,Bon Secours Memorial Regional Medical Center,22
1036,Bon Secours St. Mary's Hospital,41
1037,Hunter Holmes McGuire Veterans Affairs Medical Center-Richmond,51
1038,Carilion Roanoke Memorial Hospital,20
1039,Salem Veterans Affairs Medical Center,26
1040,Carilion Franklin Memorial Hospital,8
1041,Sentara Halifax Regional Hospital,7
1042,VCU Health Community Memorial Hospital,4
1043,Commonwealth Center for Children and Adolescents,22
1044,Western State Hospital VA,14
1045,Sentara Princess Anne Hospital,30
1046,Sentara Obici Hospital,12
1047,VCU Health Tappahannock Hospital,0
1048,Sentara Virginia Beach General Hospital,61
1049,Fauquier Hospital,13
1050,Carilion Tazewell Community Hospital,0
1051,Eastern State Hospital VA,16
1052,Sentara Williamsburg Regional Medical Center,39
1053,Valley Health - Winchester Medical Center,32
1054,Sentara Northern Virginia Medical Center,131
1055,Valley Health - Shenandoah Memorial Hospital,5
1056,Wythe County Community Hospital,18
1057,UVA Health University Medical Center,128
1058,Dominion Hospital,137
1059,Hiram W. Davis Medical Center,7
1060,UVA Health University Medical Center Ivy,12
1061,The Pavilion at Williamsburg Place,37
1062,Encompass Health Rehabilitation Hospital of Huntington,39
1063,Encompass Health Rehabilitation Hospital of Morgantown,75
1064,Raleigh General Hospital,28
1065,West Virginia University Hospitals,149
1066,Select Specialty Hospital-Charleston,106
1067,Cornerstone Hospital of Huntington,25
1068,Peterson Healthcare and Rehabilitation Hospital,12
1069,Beckley ARH Hospital,29
1070,Beckley Veterans Affairs Medical Center,14
1071,Valley Health - War Memorial Hospital,10
1072,St. Joseph's Hospital WV,4
1073,Charleston Area Medical Center,80
1074,Saint Francis Hospital WV,106
1075,Charleston Surgical Hospital,50
1076,Highland Hospital WV,31
1077,United Hospital Center,17
1078,Louis A. Johnson Veterans Affairs Medical Center,19
1079,Davis Medical Center,30
1080,Braxton County Memorial Hospital,1
1081,Reynolds Memorial Hospital,8
1082,Grafton City Hospital,5
1083,Minnie Hamilton HealthCare Center,2
1084,Summers County ARH Hospital,3
1085,Cabell Huntington Hospital,56
1086,River Park Hospital,47
1087,Mildred Mitchell-Bateman Hospital,17
1088,St. Mary's Medical Center WV,25
1089,Huntington Veterans Affairs Medical Center,5
1090,Acuity Specialty Hospital-Ohio Valley at Weirton,5
1091,WVU Medicine Potomac Valley Hospital,4
1092,Mon Health Preston Memorial Hospital,7
1093,Logan Regional Medical Center,24
1094,Boone Memorial Hospital,1
1095,Pocahontas Memorial Hospital,0
1096,Berkeley Medical Center,35
1097,Martinsburg Veterans Affairs Medical Center,53
1098,Montgomery General Hospital,11
1099,Mon Health Medical Center,6
1100,Wetzel County Hospital,4
1101,CAMC Plateau Medical Center,19
1102,Camden Clark Medical Center,23
1103,Encompass Health Rehabilitation Hospital of Parkersburg,5
1104,Grant Memorial Hospital,7
1105,Broaddus Hospital,12
1106,Rivers Health,7
1107,Princeton Community Hospital,16
1108,Jefferson Medical Center,9
1109,Encompass Health Rehabilitation Hospital of Princeton,14
1110,Jackson General Hospital,16
1111,Valley Health - Hampshire Memorial Hospital,4
1112,CAMC Greenbrier Valley Medical Center,10
1113,Thomas Memorial Hospital,37
1114,Roane General Hospital,0
1115,Webster County Memorial Hospital,1
1116,Weirton Medical Center,11
1117,Summersville Regional Medical Center,8
1118,Welch Community Hospital,0
1119,Mon Health Stonewall Jackson Memorial Hospital,1
1120,"William R. Sharpe, Jr. Hospital",3
1121,Wheeling Hospital,8
1122,Sistersville General Hospital,9
1123,Highland-Clarksburg Hospital,8
1124,Select Specialty Hospital - Morgantown,6
1125,WakeMed Raleigh Campus,30
1126,Cone Health Moses Cone Hospital,59
1127,ECU Health Roanoke-Chowan Hospital,4
1128,Atrium Health Stanly,8
1129,Alamance Regional Medical Center,19
1130,Frye Regional Medical Center,34
1131,Novant Health Matthews Medical Center,72
1132,Mission Hospital,42
1133,Charles A. Cannon Jr. Memorial Hospital,3
1134,Atrium Health Pineville,93
1135,Novant Health New Hanover Regional Medical Center,25
