Hospital Name,Verizon
Bryn Mawr Rehabilitation Hospital,1
Bayhealth,6
Select Specialty Hospital-Wilmington,4
Dover Behavioral Health System,0
Delaware Psychiatric Center,10
Meadow Wood Behavioral Health System,0
Beebe Healthcare,7
TidalHealth Nanticoke,2
"Nemours Children's Hospital, Delaware",7
ChristianaCare,0
St. Francis Hospital DE,5
Rockford Center,3
Wilmington Veterans Affairs Medical Center,5
Sun Behavioral Delaware,1
Encompass Health Rehabilitation Hospital of Middletown,1
PAM Rehabilitation Hospital of Dover,5
Atlantic General Hospital,1
Encompass Health Rehabilitation Hospital of Salisbury,7
Adventist HealthCare Fort Washington Medical Center,8
Adventist HealthCare Rehabilitation,9
Sheppard Pratt,9
Anne Arundel Medical Center,17
Johns Hopkins Bayview Medical Center,5
MedStar Franklin Square Medical Center,4
Greater Baltimore Medical Center,19
MedStar Good Samaritan Hospital,2
Mt. Washington Pediatric Hospital,23
University of Maryland Rehabilitation & Orthopaedic Institute,11
Johns Hopkins Hospital,30
Levindale Hebrew Geriatric Center and Hospital,3
University of Maryland Medical Center Midtown Campus,46
UPMC Western Maryland,0
Mercy Medical Center MD,136
Ascension Saint Agnes Hospital,10
University of Maryland St. Joseph Medical Center,22
Sinai Hospital of Baltimore,4
MedStar Harbor Hospital,3
MedStar Union Memorial Hospital,11
University of Maryland Medical Center,135
Veterans Affairs Maryland Health Care System-Baltimore Division,109
NIH Clinical Center,16
Suburban Hospital,6
Walter Reed National Military Medical Center,21
Eastern Shore Hospital Center,0
Holy Cross Germantown Hospital,9
Adventist HealthCare White Oak Medical Center,6
Spring Grove Hospital Center,14
MedStar Southern Maryland Hospital Center,6
University of Maryland Shore Medical Center at Chestertown,0
Rehabilitation Hospital of Bowie,0
Howard County General Hospital,8
Thomas B. Finan Center,0
University of Maryland Shore Medical Center at Easton,5
"ChristianaCare, Union Hospital",0
University of Maryland Upper Chesapeake Medical Center,6
Frederick Health,11
University of Maryland Baltimore Washington Medical Center,7
Brook Lane,0
Meritus Health,1
Western Maryland Hospital Center,0
University of Maryland Harford Memorial Hospital,2
University of Maryland Capital Region Medical Center,5
Clifton T. Perkins Hospital Center,9
University of Maryland Charles Regional Medical Center,6
Luminis Health Doctors Community Medical Center,0
MedStar St. Mary's Hospital,9
Garrett Regional Medical Center,0
MedStar Montgomery Medical Center,4
CalvertHealth Medical Center,17
Northwest Hospital,6
Kennedy Krieger Institute,29
Adventist Healthcare Shady Grove Medical Center,12
Deer's Head Hospital Center,2
TidalHealth Peninsula Regional,19
Holy Cross Hospital MD,12
Saint Luke Institute,7
Springfield Hospital Center,4
Carroll Hospital,8
BridgePoint Continuing Care Hospital - Capitol Hill,21
The HSC Pediatric Center,10
Children's National Hospital,21
Howard University Hospital,26
MedStar Washington Hospital Center,19
MedStar Georgetown University Hospital,10
George Washington University Hospital,128
BridgePoint Continuing Care Hospital - National Harborside,14
MedStar National Rehabilitation Hospital,23
Saint Elizabeths Hospital,7
Sibley Memorial Hospital,5
United Medical Center,8
Washington DC Veterans Affairs Medical Center,23
Psychiatric Institute of Washington,32
Southern Virginia Mental Health Institute,0
Augusta Health,0
Newport News Behavioral Health Center,1
LewisGale Medical Center,10
CJW Medical Center,10
Johnston Memorial Hospital,0
Encompass Health Rehabilitation Hospital of Richmond,3
Henrico Doctors' Hospital,11
Centra Lynchburg General Hospital,4
Dickenson Community Hospital,0
UVA Encompass Health Rehabilitation Hospital,3
Virginia Beach Psychiatric Center,6
Inova Alexandria Hospital,6
Bon Secours St. Francis Medical Center,4
Hospital for Extended Recovery,7
Spotsylvania Regional Medical Center,6
Reston Hospital Center,35
Inova Mount Vernon Hospital,12
VHC Health,29
Capital Caring,19
Centra Bedford Memorial Hospital,0
Lonesome Pine Hospital,0
Select Specialty Hospital - Richmond,11
Piedmont Geriatric Hospital,0
Catawba Hospital,0
Sentara Martha Jefferson Hospital,1
LewisGale Hospital Montgomery,1
Chesapeake Regional Medical Center,5
Encompass Health Rehabilitation Hospital of Fredericksburg,6
Encompass Health Rehabilitation Hospital of Petersburg,3
LewisGale Hospital Alleghany,6
Stafford Hospital,1
UVA Health Culpeper Medical Center,3
SOVAH Health-Danville,2
Centra Specialty Hospital,0
Bon Secours - Southern Virginia Medical Center,4
Centra Southside Community Hospital,2
Inova Fair Oaks Hospital,2
Northern Virginia Mental Health Institute,10
Sheltering Arms Institute VA,4
Select Specialty Hospital Hampton Roads,1
Encompass Health Rehabilitation Hospital of Northern Virginia,4
Rehabilitation Hospital of Bristol,5
Fort Belvoir Community Hospital,6
Bon Secours - Southampton Medical Center,0
Mary Washington Hospital,10
Valley Health - Warren Memorial Hospital,3
Buchanan General Hospital,0
Twin County Regional Healthcare,0
Sentara CarePlex Hospital,6
U. S. Air Force Hospital,1
Sentara RMH Medical Center,3
TriCities Hospital,3
Bath Community Hospital,3
Hampton Veterans Affairs Medical Center,3
Bon Secours Rappahannock General Hospital,0
Russell County Medical Center,1
Inova Loudoun Hospital,11
Carilion Rockbridge Community Hospital,3
Valley Health - Page Memorial Hospital,1
Riverside Doctors' Hospital Williamsburg,8
UVA Health Haymarket Medical Center,5
Sheltering Arms Institute,4
StoneSprings Hospital Center,6
UVA Health Prince William Medical Center,5
Smyth County Community Hospital,1
Southwestern Virginia Mental Health Institute,3
Inova Specialty Hospital,0
SOVAH Health-Martinsville,2
Inova Fairfax Medical Campus,9
Riverside Shore Memorial Hospital,1
Bon Secours Mary Immaculate Hospital,0
Cumberland Hospital for Children and Adolescents,0
Riverside Regional Medical Center,10
Riverside Walter Reed Hospital,3
Coastal Virginia Rehabilitation,1
Children's Hospital of The King's Daughters,7
Sentara Leigh Hospital,9
Sentara Norfolk General Hospital,7
Lake Taylor Transitional Care Hospital,3
Kempsville Center for Behavioral Health,6
Norton Community Hospital,1
Carilion Giles Community Hospital,1
Central State Hospital VA,0
Poplar Springs Hospital,4
Bon Secours - Southside Medical Center,5
Bon Secours Maryview Medical Center,3
Naval Medical Center,3
LewisGale Hospital Pulaski,0
Carilion New River Valley Medical Center,1
Clinch Valley Medical Center,2
Children's Hospital of Richmond at VCU,6
VCU Medical Center,48
Bon Secours Richmond Community Hospital,3
Bon Secours Memorial Regional Medical Center,1
Bon Secours St. Mary's Hospital,12
Hunter Holmes McGuire Veterans Affairs Medical Center-Richmond,9
Carilion Roanoke Memorial Hospital,7
Salem Veterans Affairs Medical Center,3
Carilion Franklin Memorial Hospital,2
Sentara Halifax Regional Hospital,0
VCU Health Community Memorial Hospital,0
Commonwealth Center for Children and Adolescents,2
Western State Hospital VA,1
Sentara Princess Anne Hospital,4
Sentara Obici Hospital,5
VCU Health Tappahannock Hospital,0
Sentara Virginia Beach General Hospital,10
Fauquier Hospital,3
Carilion Tazewell Community Hospital,0
Eastern State Hospital VA,0
Sentara Williamsburg Regional Medical Center,6
Valley Health - Winchester Medical Center,1
Sentara Northern Virginia Medical Center,14
Valley Health - Shenandoah Memorial Hospital,0
Wythe County Community Hospital,5
UVA Health University Medical Center,17
Dominion Hospital,17
Hiram W. Davis Medical Center,0
UVA Health University Medical Center Ivy,1
The Pavilion at Williamsburg Place,4
Encompass Health Rehabilitation Hospital of Huntington,4
Encompass Health Rehabilitation Hospital of Morgantown,15
Raleigh General Hospital,2
West Virginia University Hospitals,33
Select Specialty Hospital-Charleston,8
Cornerstone Hospital of Huntington,2
Peterson Healthcare and Rehabilitation Hospital,3
Beckley ARH Hospital,5
Beckley Veterans Affairs Medical Center,1
Valley Health - War Memorial Hospital,0
St. Joseph's Hospital WV,0
Charleston Area Medical Center,9
Saint Francis Hospital WV,8
Charleston Surgical Hospital,0
Highland Hospital WV,2
United Hospital Center,0
Louis A. Johnson Veterans Affairs Medical Center,3
Davis Medical Center,2
Braxton County Memorial Hospital,0
Reynolds Memorial Hospital,2
Grafton City Hospital,0
Minnie Hamilton HealthCare Center,0
Summers County ARH Hospital,1
Cabell Huntington Hospital,3
River Park Hospital,4
Mildred Mitchell-Bateman Hospital,3
St. Mary's Medical Center WV,2
Huntington Veterans Affairs Medical Center,2
Acuity Specialty Hospital-Ohio Valley at Weirton,1
WVU Medicine Potomac Valley Hospital,1
Mon Health Preston Memorial Hospital,0
Logan Regional Medical Center,1
Boone Memorial Hospital,0
Pocahontas Memorial Hospital,0
Berkeley Medical Center,1
Martinsburg Veterans Affairs Medical Center,0
Montgomery General Hospital,1
Mon Health Medical Center,0
Wetzel County Hospital,0
CAMC Plateau Medical Center,1
Camden Clark Medical Center,0
Encompass Health Rehabilitation Hospital of Parkersburg,2
Grant Memorial Hospital,0
Broaddus Hospital,1
Rivers Health,1
Princeton Community Hospital,2
Jefferson Medical Center,3
Encompass Health Rehabilitation Hospital of Princeton,2
Jackson General Hospital,2
Valley Health - Hampshire Memorial Hospital,0
CAMC Greenbrier Valley Medical Center,1
Thomas Memorial Hospital,0
Roane General Hospital,0
Webster County Memorial Hospital,0
Weirton Medical Center,2
Summersville Regional Medical Center,1
Welch Community Hospital,0
Mon Health Stonewall Jackson Memorial Hospital,0
"William R. Sharpe, Jr. Hospital",0
Wheeling Hospital,1
Sistersville General Hospital,0
Highland-Clarksburg Hospital,0
Select Specialty Hospital - Morgantown,0
WakeMed Raleigh Campus,1
Cone Health Moses Cone Hospital,11
ECU Health Roanoke-Chowan Hospital,1
Atrium Health Stanly,3
Alamance Regional Medical Center,6
Frye Regional Medical Center,8
Novant Health Matthews Medical Center,20
Mission Hospital,13
Charles A. Cannon Jr. Memorial Hospital,2
Atrium Health Pineville,28
Novant Health New Hanover Regional Medical Center,10
PAM Specialty Hospital of Rocky Mount,0
The Outer Banks Hospital,0
North Carolina Specialty Hospital,14
Cape Fear Valley Medical Center,6
Asheville Specialty Hospital,14
Novant Health Huntersville Medical Center,18
Select Specialty Hospital-Durham,0
Carolinas ContinueCARE Hospital at Pineville,17
Randolph Health,7
CarePartners Rehabilitation Hospital,6
Central Regional Hospital,1
Select Specialty Hospital-Greensboro,11
Julian F. Keith Alcohol and Drug Abuse Treatment Center,0
Watauga Medical Center,8
Transylvania Regional Hospital,4
Swain Community Hospital,1
Novant Health Pender Medical Center,4
Naval Hospital Camp Lejeune,2
University of North Carolina Hospitals,50
Atrium Health's Carolinas Medical Center,24
Atrium Health University City,30
Novant Health Presbyterian Medical Center,35
Atrium Health's Carolinas Rehabilitation,17
Cherokee Indian Hospital,2
Sampson Regional Medical Center,2
Duke University Hospital,36
Atrium Health Cabarrus,3
Lifebrite Community Hospital of Stokes,1
Harnett Health System,0
UNC Health Blue Ridge,7
Novant Health Mint Hill Medical Center,16
Durham Veterans Affairs Medical Center,25
Duke Regional Hospital,10
ECU Health Chowan Hospital,2
Hoke Hospital,1
Sentara Albemarle Medical Center,8
Veritas Collaborative,5
Cape Fear Valley Bladen County Hospital,0
Hugh Chatham Health,0
Novant Health Ballantyne Medical Center,0
Appalachian Regional Behavioral Health,0
Highsmith-Rainey Specialty Hospital,7
Fayetteville Veterans Affairs Medical Center,5
AdventHealth Hendersonville,4
Womack Army Medical Center,6
Angel Medical Center,8
CaroMont Regional Medical Center,4
Novant Health Charlotte Orthopaedic Hospital,29
Cherry Hospital,1
UNC Health Wayne,2
Kindred Hospital-Greensboro,11
ECU Health Medical Center,11
Walter B. Jones Alcohol and Drug Abuse Treatment Center,0
Maria Parham Health,3
UNC Health Pardee,6
Catawba Valley Medical Center,1
Highlands-Cashiers Hospital,3
High Point Medical Center,16
Brynn Marr Hospital,1
Onslow Memorial Hospital,9
Ashe Memorial Hospital,0
ECU Health Duplin Hospital,2
UNC Health Lenoir,0
Scotland Health Care System,0
UNC Health Rockingham,2
UNC Health Caldwell,2
Atrium Health Wake Forest Baptist Lexington Medical Center,4
Atrium Health Lincoln,0
UNC Health Southeastern,0
Mission Hospital McDowell,5
Atrium Health Wake Forest Baptist Davie Medical Center,0
Atrium Health Union,4
Lake Norman Regional Medical Center,10
Carteret Health Care,17
Broughton Hospital,7
Northern Regional Hospital,0
Erlanger Western Carolina Hospital,0
CarolinaEast Health System,1
Atrium Health Wake Forest Baptist Wilkes Medical Center,0
Charles George Veterans Affairs Medical Center,7
Granville Health System,3
FirstHealth Moore Regional Hospital,3
Washington Regional Medical Center,1
Central Prison Hospital,6
Holly Hill Hospital,1
Duke Raleigh Hospital,16
WakeMed Cary Hospital,5
"Larry B. Zieverink, Sr. Alcoholism Treatment Center",1
UNC Health Rex,20
ECU Health North Hospital,1
UNC Health Nash,5
Person Memorial Hospital,2
Rutherford Regional Health System,0
Novant Health Rowan Medical Center,3
W. G. (Bill) Heffner Veterans Affairs Medical Center,1
Novant Health Brunswick Medical Center,1
Central Carolina Hospital,3
Atrium Health Cleveland,2
UNC Health Chatham,0
UNC Health Johnston,2
Dosher Memorial Hospital,3
Alleghany Health,0
Blue Ridge Regional Hospital,0
Davis Regional Medical Center,6
Iredell Health System,5
Harris Regional Hospital,16
ECU Health Edgecombe Hospital,1
Novant Health Thomasville Medical Center,3
FirstHealth Montgomery Memorial Hospital,0
St. Luke's Hospital NC,2
Atrium Health Anson,2
ECU Health Beaufort Hospital,1
Haywood Regional Medical Center,7
Columbus Regional Healthcare System,1
Wilmington Treatment Center,14
Wilson Medical Center NC,5
ECU Health Bertie Hospital,0
Novant Health Forsyth Medical Center,14
Novant Health Medical Park Hospital,12
Old Vineyard Behavioral Health Services,15
Atrium Health Wake Forest Baptist,10
Strategic Behavioral Health - Raleigh,3
Carolina Dunes Behavioral Health,3
Triangle Springs Hospital,6
Veritas Collaborative NC,16
"Novant Health Rehabilitation Hospital, an affiliate of Encompass Health",0
Prisma Health Laurens County Hospital,1
Encompass Health Rehabilitation Hospital of Columbia,5
William J. McCord Adolescent Treatment Facility,0
Aiken Regional Medical Centers,0
McLeod Regional Medical Center,9
Abbeville Area Medical Center,0
MUSC Health Florence Medical Center,1
Encompass Health Rehabilitation Hospital of Florence,8
MUSC Health Marion Medical Center,2
Spartanburg Hospital for Restorative Care,16
Regency Hospital of Florence,12
Tidelands Waccamaw Community Hospital,3
Encompass Health Rehabilitation Hospital of Rock Hill,7
AnMed Rehabilitation Hospital,4
"MUSC Health Rehabilitation Hospital, an affiliate of Encompass Health",22
Coastal Carolina Hospital,4
Regency Hospital of Greenville,6
ContinueCARE Hospital at Palmetto Health Baptist,24
Vibra Hospital of Charleston,10
Patrick B. Harris Psychiatric Hospital,0
AnMed Medical Center,5
Lighthouse Behavioral Health Hospital,5
Greenwood Regional Rehabilitation Hospital,0
Prisma Health Patewood Hospital,25
Pelham Medical Center,6
Roper St. Francis Mount Pleasant Hospital,6
Beaufort Memorial Hospital,5
Naval Hospital Beaufort,1
MUSC Health Kershaw Medical Center,9
MUSC Health University Medical Center,21
Roper Hospital,35
Palmetto Lowcountry Behavioral Health,4
Bon Secours St. Francis Hospital,9
Ralph H. Johnson Veterans Affairs Medical Center,31
MUSC Health Chester Medical Center,0
Morris Village Alcohol and Drug Addiction Treatment Center,0
G. Werber Bryan Psychiatric Hospital,3
Prisma Health Richland Hospital,10
MUSC Health Columbia Medical Center Downtown,10
Prisma Health Baptist Hospital,24
South Carolina Department of Corrections Hospital,0
Columbia VA Health Care System,11
William S. Hall Psychiatric Institute,5
Conway Medical Center,3
Trident Medical Center,17
McLeod Health Dillon,0
Edgefield County Healthcare,2
Prisma Health Baptist Easley Hospital,0
Allendale County Hospital,0
Moncrief Army Community Hospital,0
Cherokee Medical Center,1
Tidelands Georgetown Memorial Hospital,3
Prisma Health Greenville Memorial Hospital,14
Bon Secours St. Francis Health System,6
Shriners Hospitals for Children-Greenville,9
Self Regional Healthcare,5
Prisma Health Greer Memorial Hospital,3
Carolina Pines Regional Medical Center,3
Carolina Center for Behavioral Health,12
Hilton Head Hospital,1
Prisma Health Baptist Parkridge Hospital,11
MUSC Health Lancaster Medical Center,2
