From Current Year File,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL HOSPITALS WITH SELECTED DATA FIELDS (FY2022 Data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: AHA DataQuery™, FY2022/Current Year Data. Copyrighted and licensed by Health Forum LLC, an American Hospital Association company, Chicago, 2024.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"List created by Alyssa Vincent on May 3, 2024, AHA Resource Center, (312) 422-2008, avincent@aha.org",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We used the most current information available, which includes 2022 data; some hospitals added since the 2022 survey was completed will not have complete data. Additionally, some hospitals may have closed and have been removed from the data.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,AHA ID,Medicare Provider ID,Hospital Name,Address,City,State,Zip,Area code,Local telephone number,Web address,Contract managed hospital,Management organization name,Management organization city,Management organization state,Community hospital designation for Stats,Census Bureau codes,County,Latitude,Longitude,Control / Ownership Type,Operates subsidiary corps.,Primary Service,System ID,System Name,System Address,System City,System State,System Zip,System phone,System Primary Contact,System Contact Title,Chief Admin. Name,Air ambulance services - hospital,Air ambulance services - health system,Air ambulance services - joint venture,Ambulance services,Ambulance services - health system,Ambulance services - joint venture,Trauma center certified level,Does your hospital/health system have a significant partnership with an insurer or an insurance company/health plan?,Total Capital Expenditures,Emergency medicine (TE),Hospitalist (TE),Intensivist (TE),Obstetrics/gynecology (TE),Other specialists (TE),Primary care (TE),Radiologists/pathologist/anesthesiologist (TE),Total Physicians (TE)
CY,6040500,403301,University Pediatric Hospital,"Barrio Monacenno, Carretera 22",Rio Piedras,Puerto Rico,00935,787,7773535,http://www.md.rcm.upr.edu/pediatrics/university_pediatric_hospital.php,,,,,No,72127,"San Juan, PR",18.453,-66.0557,Govt. (non federal) - State,,Children's general,5990011,Puerto Rico Department of Health,Building 'A' - Medical Center,San Juan,PR,00936,(787)765-2929,"Carlos Mellado, MD",Secretary of Health,"V�ctor D�az Guzm�n, Executive Director",,,,,,,,,,,,,,,,,
CY,6048006,400131,Caribbean Medical Center,151 Avenue Osvaldo Molina,Fajardo,Puerto Rico,00738-4013,787,8010081,http://www.caribbeanmedicalcenter.com,,,,,No,72053,"Fajardo, PR",18.3326,-65.6507,Nongovt. (not-for-profit) - Other,,General medical and surgical,,,,,,,,,,"Ana Oliveras Laguna, Administrator",,,,,,,,,,,,,,,,,
CY,6048007,404009,Centro De Salud Conductual Menonita-CIMA,Carretera Estatal 14 Interior,Aibonito,Puerto Rico,00705,787,7142462,http://www.menonitacima.org,,,,,No,72009,"Aibonito, PR",18.1405,-66.2694,Nongovt. (not-for-profit) - Other,,Psychiatric,,,,,,,,,,"Marie Cruz, Administrator",,,,,,,,,,,,,,,,,
CY,6048008,,Hospital Psiquiatrico Correccional,PMB 302 P O Box 70344,San Juan,Puerto Rico,00936,939,2252400,http://www2.pr.gov/Directorios/Pages/InfoAgencia.aspx?PRIFA=220,,,,,No,72127,"San Juan, PR",18.3918,-66.0732,Govt. (non federal) - State,,General medical and surgical,,,,,,,,,,"Felicita E. Alvarado, Administrator",,,,,,,,,,,,,,,,,
CY,6048009,400127,Hospital Cuidado Agudo Especializado En Pacientes Politraumatizados,"Carr. Num. 22 BO. Monacillos, Centro Medico",San Juan,Puerto Rico,00922-2129,787,7773535,http://www.asempr.org,,,,,No,72099,"Moca, PR",18.3915,-66.0749,Nongovt. (not-for-profit) - Other,,General medical and surgical,,,,,,,,,,"V�ctor L. Medina Cruz, Administrator",,,,,,,,,,,,,,,,,
CY,6050010,480001,Schneider Regional Medical Center,"9048 Sugar Estate, Charlotte Amalie",Saint Thomas,Virgin Islands,00802,340,7768311,http://www.rlshospital.org,,,,,No,78030,"St. Thomas, VI",18.3403,-64.9147,Govt. (non federal) - State,,General medical and surgical,,,,,,,,,,"Tina A. Comissiong Esq, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6050015,480002,Governor Juan F. Luis Hospital,4007 Estate Diamond Ruby,Christiansted,Virgin Islands,00820-4421,340,7786311,http://www.jflusvi.org,,,,,No,78010,"St. Croix, VI",17.7337,-64.7516,Govt. (non federal) - State,,General medical and surgical,,,,,,,,,,"Darice S Plaskett, Interim Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6060015,650001,Guam Memorial Hospital Authority,850 Governor Carlos G Camacho Road,Tamuning,Guam,96913,671,6472108,http://www.gmha.org,,,,,No,66010,"Guam, GU",13.5051,144.7753,Govt. (non federal) - Hospital district,,General medical and surgical,,,,,,,,,,"Lillian Posadas, Hospital Administrator, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6060020,,U. S. Naval Hospital Guam,Building #50 Farenholt Avenue,Agana,Guam,96910,671,3449340,http://www.med.navy.mil/sites/usnhguam/Pages/default.aspx,,,,,No,66010,"Guam, GU",13.4738,144.7375,Department of Defense (federal),,General medical and surgical,5999655,"Bureau of Medicine and Surgery, Department of the Navy","7700 Arlington Boulevard, Suite 5126",Falls Church,VA,22042,(202)762-3701,"Darin K. Via, MD","Interim Surgeon General of the Navy and Interim Chief, Bureau of Medicine and Surgery","Daniel Cornwell, Command Officer",,,,,,,,,,,,,,,,,
CY,6060346,650003,Guam Regional Medical City,133 Route 3,Dededo,Guam,96932,671,4838046,http://www.grmc.gu/,,,,,No,66010,"Guam, GU",13.5253,144.8229,Investor-owned; for-profit - Corporation,,General medical and surgical,,,,,,,,,,"Alan V Funtanilla, Executive Vice President, Chief Operating Officer",,,,,,,,,,,,,,,,,
CY,6070010,640001,Lyndon B. Johnson Tropical Medical Center,Faga'alu Village,Pago Pago,American Samoa,96799,684,6331222,http://www.asmca.org,,,,,No,60050,Amer. Samoa,-14.290,-170.684,Govt. (non federal) - State,,General medical and surgical,,,,,,,,,,"Akapusi Ledua, Acting Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6080001,660001,Commonwealth Health Center,Navy Hill Road,Saipan,Northern Mariana Islands,96950,670,2348950,http://www.chcc.gov.mp,,,,,No,69010,"Saipan, MP",15.2119,145.724,Investor-owned; for-profit - Corporation,,General medical and surgical,,,,,,,,,,"Esther L. Muna, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6110002,204006,Northern Light Acadia Hospital,268 Stillwater Avenue,Bangor,ME,04401-3945,207,9736100,https://northernlighthealth.org/Our-System/Acadia-Hospital/Locations/Hospital,No,,,,No,23019,"Penobscot, ME",44.8205,-68.7636,Nongovt. (not-for-profit) - Other,Yes,Psychiatric,5990555,Northern Light Health,43 Whiting Hill Road,Brewer,ME,04412-1005,(207)973-7045,"Timothy Dentry, MBA",President and Chief Executive Officer,"Mark Lukens, President",No,No,No,No,Yes,No,Community Trauma Center,No,8029052,0,0,0,0,19,0,0,19
CY,6110003,200021,Mid Coast Hospital,123 Medical Center Drive,Brunswick,ME,04011-2652,207,3736000,http://www.midcoasthealth.com,Yes,Mid Coast-Parkview Health,Brunswick,ME,Yes,23005,"Cumberland, ME",43.906,-69.8904,Nongovt. (not-for-profit) - Other,No,General medical and surgical,5990614,MaineHealth,110 Free Street,Portland,ME,04101-3537,(207)661-7001,"Andrew Mueller, MD",Chief Executive Officer,"Christopher Bowe, President",No,No,No,No,No,No,,No,8453881,,,,,,,,
CY,6110008,200008,Northern Light Mercy Hospital,175 Fore River Parkway,Portland,ME,04102-2779,207,8793000,https://northernlighthealth.org/Mercy-Hospital,No,,,,Yes,23005,"Cumberland, ME",43.6483,-70.2821,Nongovt. (not-for-profit) - Church Operated,No,General medical and surgical,5990555,Northern Light Health,43 Whiting Hill Road,Brewer,ME,04412-1005,(207)973-7045,"Timothy Dentry, MBA",President and Chief Executive Officer,"Charles D Therrien, President",No,No,Yes,No,No,No,,No,25112823,17,20,0,7,46,19,0,109
CY,6110020,204008,Riverview Psychiatric Center,250 Arsenal Street,Augusta,ME,04330-5742,207,6243900,http://www.state.me.us/dhhs/riverview,,,,,No,23011,"Kennebec, ME",44.3,-69.7709,Govt. (non federal) - State,,Psychiatric,,,,,,,,,,"Rodney Bouffard, Superintendent",,,,,,,,,,,,,,,,,
CY,6110040,204004,Dorothea Dix Psychiatric Center,656 State Street,Bangor,ME,04401-5609,207,9414000,http://www.maine.gov/dhhs/ddpc/index.shtml,,,,,No,23019,"Penobscot, ME",44.8119,-68.7434,Govt. (non federal) - State,,Psychiatric,,,,,,,,,,"Carolyn Dimek, Superintendent",,,,,,,,,,,,,,,,,
CY,6110050,200033,Northern Light Eastern Maine Medical Center,489 State Street,Bangor,ME,04401-6674,207,9737000,https://northernlighthealth.org/Eastern-Maine-Medical-Center,No,,,,Yes,23019,"Penobscot, ME",44.8074,-68.7526,Nongovt. (not-for-profit) - Other,No,General medical and surgical,5990555,Northern Light Health,43 Whiting Hill Road,Brewer,ME,04412-1005,(207)973-7045,"Timothy Dentry, MBA",President and Chief Executive Officer,"Timothy Dentry, President and Chief Executive Officer",No,Yes,Yes,No,Yes,No,Community Trauma Center,No,16214160,18,67,8,9,168,52,26,348
CY,6110070,200001,St. Joseph Hospital ME,360 Broadway,Bangor,ME,04401-3979,207,2621000,http://www.sjhhealth.com,No,,,,Yes,23019,"Penobscot, ME",44.8141,-68.7723,Nongovt. (not-for-profit) - Church Operated,No,General medical and surgical,5995885,Covenant Health,"100 Ames Pond Drive, Suite 102",Tewksbury,MA,01876-1240,(978)654-6363,Stephen J. Grubbs,President and Chief Executive Officer,"Mary Prybylo, Senior Vice President and President",No,No,No,No,No,No,,No,848010,18,0,1,0,27,40,16,102
CY,6110090,201304,Mount Desert Island Hospital,10 Wayman Lane,Bar Harbor,ME,04609-1625,207,2885081,http://www.mdihospital.org,No,,,,Yes,23009,"Hancock, ME",44.385,-68.2022,Nongovt. (not-for-profit) - Other,No,General medical and surgical,,,,,,,,,,"Christina Maguire, President and Chief Executive Officer",No,No,No,No,No,No,,No,10626895,4,9,0,1,9,14,1,38
CY,6110120,201312,Waldo County General Hospital,118 Northport Avenue,Belfast,ME,04915-6072,207,3382500,http://www.wcgh.org,No,,,,Yes,23027,"Waldo, ME",44.4122,-68.9939,Nongovt. (not-for-profit) - Other,No,General medical and surgical,5990614,MaineHealth,110 Free Street,Portland,ME,04101-3537,(207)661-7001,"Andrew Mueller, MD",Chief Executive Officer,"Denise Needham, Chief Executive Officer",No,No,Yes,No,No,No,,No,2203141,,,,,,,,
CY,6110150,201300,Northern Light Blue Hill Hospital,57 Water Street,Blue Hill,ME,04614-5231,207,3743400,http://www.bhmh.org,No,,,,Yes,23009,"Hancock, ME",44.4115,-68.5872,Nongovt. (not-for-profit) - Other,No,General medical and surgical,5990555,Northern Light Health,43 Whiting Hill Road,Brewer,ME,04412-1005,(207)973-7045,"Timothy Dentry, MBA",President and Chief Executive Officer,"John Ronan, President",No,No,Yes,No,No,No,,No,4314812,0,0,0,1,1,9,0,11
CY,6110167,201310,Bridgton Hospital,10 Hospital Drive,Bridgton,ME,04009-1148,207,6476000,https://www.cmhc.org/bridgton-hospital/,,,,,Yes,23005,"Cumberland, ME",44.0467,-70.7141,Nongovt. (not-for-profit) - Other,,General medical and surgical,5991007,Central Maine HealthCare,300 Main Street,Lewiston,ME,04240-7027,(207)795-0111,"Steven G. Littleson, DBA, FACHE",President and Chief Executive Officer,"Stephany Jacques, President",,,,,,,,,,,,,,,,,
CY,6110180,201305,Calais Community Hospital,24 Hospital Lane,Calais,ME,04619-1398,207,4549201,http://www.calaishospital.org,,,,,Yes,23029,"Washington, ME",45.1778,-67.2679,Nongovt. (not-for-profit) - Other,,General medical and surgical,,,,,,,,,,"Steve Lail, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6110200,200031,Cary Medical Center,"163 Van Buren Road, Suite 1",Caribou,ME,04736-3567,207,4983111,http://www.carymedicalcenter.org,Yes,Quorum Health Resources LLC,Brentwood,TN,Yes,23003,"Aroostook, ME",46.8797,-68.0083,Govt. (non federal) - City,No,General medical and surgical,5990002,Ovation Healthcare,"1573 Mallory Lane, Suite 200",Brentwood,TN,37027,(615)371-7979,Dwayne Gunter,President and Chief Executive Officer,"Kris A Doody, Chief Executive Officer",No,No,No,No,No,Yes,Community Trauma Center,No,1581448,6,0,0,1,0,0,8,15
CY,6110240,201309,Northern Light Mayo Hospital,897 West Main Street,Dover-Foxcroft,ME,04426-1099,207,5648401,http://www.mayohospital.com,No,,,,Yes,23021,"Piscataquis, ME",45.1877,-69.2379,Nongovt. (not-for-profit) - Other,No,General medical and surgical,5990555,Northern Light Health,43 Whiting Hill Road,Brewer,ME,04412-1005,(207)973-7045,"Timothy Dentry, MBA",President and Chief Executive Officer,"Marie E Vienneau, President",No,No,Yes,Yes,No,No,,No,498525,6,2,0,3,4,4,0,19
CY,6110260,200050,Northern Light Maine Coast Hospital,50 Union Street,Ellsworth,ME,04605-1599,207,6645311,http://www.mainehospital.org,No,,,,Yes,23009,"Hancock, ME",44.5467,-68.4164,Nongovt. (not-for-profit) - Other,No,General medical and surgical,5990555,Northern Light Health,43 Whiting Hill Road,Brewer,ME,04412-1005,(207)973-7045,"Timothy Dentry, MBA",President and Chief Executive Officer,"John Ronan, President",No,No,Yes,No,No,No,,No,3378829,0,0,0,2,13,13,3,31
CY,6110280,200037,Franklin Memorial Hospital,111 Franklin Health Commons,Farmington,ME,04938-6144,207,7786031,http://mainehealth.org/franklin-community-health-network/locations/franklin-memorial-hospital,No,,,,Yes,23007,"Franklin, ME",44.6265,-70.163,Nongovt. (not-for-profit) - Other,No,General medical and surgical,5990614,MaineHealth,110 Free Street,Portland,ME,04101-3537,(207)661-7001,"Andrew Mueller, MD",Chief Executive Officer,"Barbara Sergio, President",No,No,No,Yes,No,No,,No,,30,13,0,4,13,20,6,86
CY,6110290,200052,Northern Maine Medical Center,194 East Main Street,Fort Kent,ME,04743-1497,207,8343155,http://www.nmmc.org,No,,,,Yes,23003,"Aroostook, ME",47.2656,-68.592,Nongovt. (not-for-profit) - Other,No,General medical and surgical,,,,,,,,,,"Jeff S. Zewe, President and Chief Executive Officer",No,No,Yes,No,No,No,,No,6032412,,,,,,,,
CY,6110310,201301,Northern Light CA Dean Hospital,364 Pritham Avenue,Greenville,ME,04441-1395,207,6955200,http://www.cadean.org,No,,,,Yes,23021,"Piscataquis, ME",45.4588,-69.6111,Nongovt. (not-for-profit) - Other,No,General medical and surgical,5990555,Northern Light Health,43 Whiting Hill Road,Brewer,ME,04412-1005,(207)973-7045,"Timothy Dentry, MBA",President and Chief Executive Officer,"Marie E Vienneau, President",No,No,Yes,Yes,No,No,,No,3173438,6,0,0,0,3,3,0,12
CY,6110330,201308,Houlton Regional Hospital,20 Hartford Street,Houlton,ME,04730-1891,207,5322900,http://www.houlton.net/hrh,No,,,,Yes,23003,"Aroostook, ME",46.1315,-67.8435,Nongovt. (not-for-profit) - Other,No,General medical and surgical,,,,,,,,,,"Shauna Cameron, Chief Executive Officer",No,No,No,No,No,No,Rural Trauma Hospital,No,2262292,0,2,0,1,5,9,3,20
CY,6110367,201302,LincolnHealth,35 Miles Street,Damariscotta,ME,04543-4047,207,5631234,http://www.lchcare.org,No,,,,Yes,23015,"Lincoln, ME",44.0259,-69.53,Nongovt. (not-for-profit) - Other,No,General medical and surgical,5990614,MaineHealth,110 Free Street,Portland,ME,04101-3537,(207)661-7001,"Andrew Mueller, MD",Chief Executive Officer,"Cynthia Wade RN, BSN,, President",No,No,Yes,No,No,Yes,,No,9345893,30,16,0,7,13,21,0,87
CY,6110370,200024,Central Maine Medical Center,300 Main Street,Lewiston,ME,04240-7027,207,7950111,http://www.cmmc.org,,,,,Yes,23001,"Androscoggin, ME",44.102,-70.2146,Nongovt. (not-for-profit) - Other,,General medical and surgical,5991007,Central Maine HealthCare,300 Main Street,Lewiston,ME,04240-7027,(207)795-0111,"Steven G. Littleson, DBA, FACHE",President and Chief Executive Officer,"Steven G. Littleson, President and Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6110378,200019,Southern Maine Health Care - Biddeford Medical Center,1 Medical Center Drive,Biddeford,ME,04005-9496,207,2837000,http://www.smhc.org,No,,,,Yes,23031,"York, ME",43.4776,-70.4904,Nongovt. (not-for-profit) - Other,No,General medical and surgical,5990614,MaineHealth,110 Free Street,Portland,ME,04101-3537,(207)661-7001,"Andrew Mueller, MD",Chief Executive Officer,"Kathryn Cope, President",No,No,Yes,No,No,Yes,,No,10079228,,,,,,,,
CY,6110380,200034,St. Mary's Regional Medical Center ME,93 Campus Avenue,Lewiston,ME,04240-6030,207,7778100,http://www.stmarysmaine.com,,,,,Yes,23001,"Androscoggin, ME",44.1014,-70.2,Nongovt. (not-for-profit) - Other,,General medical and surgical,5995885,Covenant Health,"100 Ames Pond Drive, Suite 102",Tewksbury,MA,01876-1240,(978)654-6363,Stephen J. Grubbs,President and Chief Executive Officer,"Cindy Segar-Miller, Interim President",,,,,,,,,,,,,,,,,
CY,6110386,201311,Down East Community Hospital,11 Hospital Drive,Machias,ME,04654-3325,207,2553356,http://www.dech.org,No,,,,Yes,23029,"Washington, ME",44.7136,-67.4771,Nongovt. (not-for-profit) - Other,Yes,General medical and surgical,,,,,,,,,,"Steve Lail, Chief Executive Officer",No,No,No,No,No,No,,No,8822836,0,2,0,2,4,5,3,16
CY,6110387,201307,Millinocket Regional Hospital,200 Somerset Street,Millinocket,ME,04462-1298,207,7235161,http://www.mrhme.org,No,,,,Yes,23019,"Penobscot, ME",45.6529,-68.716,Nongovt. (not-for-profit) - Other,No,General medical and surgical,,,,,,,,,,"Robert Peterson, Chief Executive Officer",No,No,No,No,No,No,,No,453291,0,3,0,0,1,2,0,6
CY,6110390,201315,Stephens Memorial Hospital ME,181 Main Street,Norway,ME,04268-5664,207,7435933,https://mainehealth.org,No,,,,Yes,23017,"Oxford, ME",44.2099,-70.5323,Nongovt. (not-for-profit) - Other,Yes,General medical and surgical,5990614,MaineHealth,110 Free Street,Portland,ME,04101-3537,(207)661-7001,"Andrew Mueller, MD",Chief Executive Officer,"Jeff Noblin, President",No,No,No,Yes,No,No,,No,2941078,16,0,0,7,0,22,0,45
CY,6110395,201303,Penobscot Valley Hospital,7 Transalpine Road,Lincoln,ME,04457-4222,207,7943321,http://www.pvhme.org,,,,,Yes,23019,"Penobscot, ME",45.348,-68.5172,Nongovt. (not-for-profit) - Other,,General medical and surgical,,,,,,,,,,"Crystal Landry, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6110410,201313,Northern Light Sebasticook Valley Hospital,447 North Main Street,Pittsfield,ME,04967-3707,207,4874000,http://www.sebasticookvalleyhealth.org,No,,,,Yes,23025,"Somerset, ME",44.7899,-69.3708,Nongovt. (not-for-profit) - Other,No,General medical and surgical,5990555,Northern Light Health,43 Whiting Hill Road,Brewer,ME,04412-1005,(207)973-7045,"Timothy Dentry, MBA",President and Chief Executive Officer,"Randal Clark, President",No,No,Yes,Yes,No,No,,No,,0,0,0,1,7,10,0,18
CY,6110430,200009,Maine Medical Center,22 Bramhall Street,Portland,ME,04102-3175,207,6620111,http://www.mmc.org,No,,,,Yes,23005,"Cumberland, ME",43.6534,-70.2751,Nongovt. (not-for-profit) - Other,Yes,General medical and surgical,5990614,MaineHealth,110 Free Street,Portland,ME,04101-3537,(207)661-7001,"Andrew Mueller, MD",Chief Executive Officer,"Britt Crewse, Regional President",No,No,Yes,Yes,No,Yes,Regional Resource Trauma Center,Yes,121288734,47,51,0,18,389,121,0,626
CY,6110435,203025,New England Rehabilitation Hospital of Portland,335 Brighton Avenue,Portland,ME,04102-2363,207,7754000,http://www.nerhp.org,No,,,,Yes,23005,"Cumberland, ME",43.6662,-70.2918,Investor-owned; for-profit - Partnership,No,Rehabilitation,5990023,Encompass Health Corporation,9001 Liberty Parkway,Birmingham,AL,35242-7509,(205)967-7116,Mark J Tarr,President and Chief Executive Officer,"Nabarun Kundu, Chief Executive Officer",No,No,No,No,No,No,,No,174520,0,7,0,0,0,0,0,7
CY,6110480,200018,Northern Light AR Gould Hospital,140 Academy Street,Presque Isle,ME,04769-3171,207,7684000,https://northernlighthealth.org/A-R-Gould-Hospital,No,,,,Yes,23003,"Aroostook, ME",46.6751,-67.9986,Nongovt. (not-for-profit) - Other,No,General medical and surgical,5990555,Northern Light Health,43 Whiting Hill Road,Brewer,ME,04412-1005,(207)973-7045,"Timothy Dentry, MBA",President and Chief Executive Officer,"Jay Reynolds, President",No,No,Yes,Yes,No,No,,No,2384909,1,7,0,9,73,16,3,109
CY,6110505,200063,Pen Bay Medical Center,6 Glen Cove Drive,Rockport,ME,04856-4240,207,9218000,http://www.penbayhealthcare.org,No,,,,Yes,23013,"Knox, ME",44.1441,-69.0845,Nongovt. (not-for-profit) - Other,No,General medical and surgical,5990614,MaineHealth,110 Free Street,Portland,ME,04101-3537,(207)661-7001,"Andrew Mueller, MD",Chief Executive Officer,"Denise Needham, Chief Executive Officer",No,No,No,No,No,No,,No,,,,,,,,,
CY,6110510,201306,Rumford Hospital,420 Franklin Street,Rumford,ME,04276-2145,207,3691000,https://www.cmhc.org/rumford-hospital/,,,,,Yes,23017,"Oxford, ME",44.5516,-70.5564,Nongovt. (not-for-profit) - Other,,General medical and surgical,5991007,Central Maine HealthCare,300 Main Street,Lewiston,ME,04240-7027,(207)795-0111,"Steven G. Littleson, DBA, FACHE",President and Chief Executive Officer,"Stephany Jacques, President",,,,,,,,,,,,,,,,,
CY,6110523,201314,Redington-Fairview General Hospital,46 Fairview Avenue,Skowhegan,ME,04976,207,4745121,http://www.rfgh.net,No,,,,Yes,23025,"Somerset, ME",44.7589,-69.7131,Nongovt. (not-for-profit) - Other,Yes,General medical and surgical,,,,,,,,,,"Richard Willett, Chief Executive Officer",No,No,Yes,Yes,No,No,,No,4655227,10,5,0,1,9,19,4,48
CY,6110540,,Maine Veterans Affairs Medical Center,1 VA Center,Augusta,ME,04330-6719,207,6238411,http://www.maine.va.gov/,,,,,No,23011,"Kennebec, ME",44.2798,-69.7043,Govt. (federal) - Veterans' Affairs,,General medical and surgical,5999295,Department of Veterans Affairs,810 Vermont Ave Northwest,Washington,DC,20420-0001,(202)273-5781,Robert Wilkie,Secretary,"Tracye B. Davis, Medical Center Director",,,,,,,,,,,,,,,,,
CY,6110555,200039,MaineGeneral Medical Center,35 Medical Center Parkway,Augusta,ME,04330,207,6261000,http://www.mainegeneral.org,No,,,,Yes,23011,"Kennebec, ME",44.3627,-69.7808,Nongovt. (not-for-profit) - Other,No,General medical and surgical,,,,,,,,,,"Nathan Howell, President and Chief Executive Officer",No,No,Yes,No,No,Yes,,No,13412992,35,23,3,5,62,74,0,202
CY,6110582,200041,Northern Light Inland Hospital,200 Kennedy Memorial Drive,Waterville,ME,04901-4595,207,8613000,https://northernlighthealth.org/inland-hospital,No,,,,Yes,23011,"Kennebec, ME",44.543,-69.6637,Nongovt. (not-for-profit) - Other,Yes,General medical and surgical,5990555,Northern Light Health,43 Whiting Hill Road,Brewer,ME,04412-1005,(207)973-7045,"Timothy Dentry, MBA",President and Chief Executive Officer,"Tricia Costigan, President",No,Yes,Yes,No,No,No,Regional Resource Trauma Center,No,1946854,0,0,0,7,12,15,0,34
CY,6110605,204005,Spring Harbor Hospital,123 Andover Road,Westbrook,ME,04092-3850,207,7612200,http://www.springharbor.org,No,,,,No,23005,"Cumberland, ME",43.6534,-70.3441,Nongovt. (not-for-profit) - Other,No,Psychiatric,5990614,MaineHealth,110 Free Street,Portland,ME,04101-3537,(207)661-7001,"Andrew Mueller, MD",Chief Executive Officer,"Kelly Barton, President",No,Yes,No,No,No,Yes,,No,2586932,0,0,0,0,0,8,0,8
CY,6110610,200020,York Hospital,15 Hospital Drive,York,ME,03909-1099,207,3634321,http://www.yorkhospital.com,,,,,Yes,23031,"York, ME",43.1435,-70.651,Nongovt. (not-for-profit) - Other,,General medical and surgical,,,,,,,,,,"Patrick Taylor, President and Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6120001,300029,Portsmouth Regional Hospital,333 Borthwick Avenue,Portsmouth,NH,03801-7128,603,4365110,http://www.portsmouthhospital.com,,,,,Yes,33015,"Rockingham, NH",43.0648,-70.7901,Investor-owned; for-profit - Corporation,,General medical and surgical,5990048,HCA Healthcare,1 Park Plaza,Nashville,TN,37203-1548,(615)344-5248,Samuel Hazen,President and Chief Executive Officer,"Dean Carucci, Market President, HCA New England",,,,,,,,,,,,,,,,,
CY,6120002,303027,Encompass Health Rehabilitation Hospital of Concord,254 Pleasant Street,Concord,NH,03301-2508,603,2269800,http://www.healthsouthrehabconcordnh.com,No,,,,Yes,33013,"Merrimack, NH",43.1978,-71.5633,Investor-owned; for-profit - Corporation,No,Rehabilitation,5990023,Encompass Health Corporation,9001 Liberty Parkway,Birmingham,AL,35242-7509,(205)967-7116,Mark J Tarr,President and Chief Executive Officer,"Sharon Hartl, Chief Executive Officer",No,No,No,No,No,No,,No,145824,,,,,,,,
